"ID (From ACI 369 databases). The first 104 entries are circular columns, the rest (237) are rectangular columns",Section depth [in.],Section width [in.],a [in.],a/d,Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pv (trans. reinf. ratio),s/d,f'c [psi],Axial load(P) [kips],Axial load ratio,s/lbd,a/s,pl * fyl,pt * fyt,A [in],I,Drift ratio at 0.8Vmax1 [%],Col.Name,References
DATASTART,,,,,,,,,,,,,,,,,,,,,,,
312,23.62204724,23.62204724,47.24409449,2.227171492,1,56260,0.016890249,3.937007874,75980,0.008445125,0.185597624,5684,1798.4,0.567018406,3.937007874,12,950.2454087,641.6605975,558.0011158,25947.10377,2.2485,L1N60,Kono;S. W.;Fumio (2000). Damage Evaluation of Reinforced Concrete Columns Under Multiaxial Cyclic Loadings. The Second U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Building Structures Sapporo;Hokkaido (Japan);Pacific Earthquake Engineering Research Center (UC Berkeley): 229-240.
314,15.7480315,15.7480315,49.01574803,3.456892961,0.5,52635,0.015834609,2.755905512,53360,0.002019595,0.19436346,5205.5,35.2936,0.027338895,5.511811024,17.78571428,833.4546447,107.7655892,248.0004961,5125.35384,3.5109,Test1,"Takemura;H. K.;K. (1997). ""Effect of Loading Hysteresis on Ductility Capacity of Reinforced Concrete Bridge Piers."" Proceedings of Structural Engineering (Japan Society of Civil Engineers) 43A: 849-858."
315,15.748,15.748,49.016,3.456943367,0.5,52635,0.015834672,2.756,53360,0.00201918,0.194371959,5176.5,35.294,0.027492476,5.512,17.78519594,833.4579607,107.7434448,247.999504,5125.312832,4.3047,Test2,"Takemura;H. K.;K. (1997). ""Effect of Loading Hysteresis on Ductility Capacity of Reinforced Concrete Bridge Piers."" Proceedings of Structural Engineering (Japan Society of Civil Engineers) 43A: 849-858."
316,15.7480315,15.7480315,49.01574803,3.456892961,0.5,52635,0.015834609,2.755905512,53360,0.002019595,0.19436346,4973.5,35.2936,0.028614179,5.511811024,17.78571428,833.4546447,107.7655892,248.0004961,5125.35384,5.9542,Test3,"Takemura;H. K.;K. (1997). ""Effect of Loading Hysteresis on Ductility Capacity of Reinforced Concrete Bridge Piers."" Proceedings of Structural Engineering (Japan Society of Civil Engineers) 43A: 849-858."
320,18,18,94.5,5.88,0.875,66700,0.0148,14,63500,0.00087,0.871595331,3570,290,0.25,16,6.75,987.16,55.245,324,8748,2.0741,L0,"Harries, K.A. , Ricles,  J.,  Pessiki, S. and Sause, R. (2006)""Seismic Retrofit of Lap Splices in Nonductile Square Columns using Carbon Fiber-Reinforced Jackets"",ACI Structural Journal 103(6):874-884."
321,18,18,72,4.61,1,74000,0.0194,18,69700,0.00068,1.152,5255,120,0.07,18,4,1435.6,47.396,324,8748,1.5,S10MI,"Melek, M. and Wallace, J. W. (2004) ""Cylic Behavior of Columns with Short Lap Splices"", ACI Structural Journal 101(6):802-811."
322,18,18,72,4.61,1,74000,0.0194,18,69700,0.00068,1.152,5255,240,0.14,18,4,1435.6,47.396,324,8748,1.5417,S20MI,"Melek, M. and Wallace, J. W. (2004) ""Cylic Behavior of Columns with Short Lap Splices"", ACI Structural Journal 101(6):802-811."
323,18,18,72,4.61,1,74000,0.0194,18,69700,0.00068,1.152,5255,360,0.21,18,4,1435.6,47.396,324,8748,1.375,S30MI,"Melek, M. and Wallace, J. W. (2004) ""Cylic Behavior of Columns with Short Lap Splices"", ACI Structural Journal 101(6):802-811."
324,18,18,66,4.22,1,74000,0.0194,18,69700,0.00068,1.152,5125,240,0.14,18,3.666666667,1435.6,47.396,324,8748,1.5,S20HI,"Melek, M. and Wallace, J. W. (2004) ""Cylic Behavior of Columns with Short Lap Splices"", ACI Structural Journal 101(6):802-811."
326,18,18,60,3.84,1,74000,0.0194,18,69700,0.00068,1.152,5125,360,0.22,18,3.333333333,1435.6,47.396,324,8748,1.4833,S30XI,"Melek, M. and Wallace, J. W. (2004) ""Cylic Behavior of Columns with Short Lap Splices"", ACI Structural Journal 101(6):802-811."
