"ID (From ACI 369 databases). The first 104 entries are circular columns, the rest (237) are rectangular columns",Section depth [in.],Section width [in.],a [in.],a/d,Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pv (trans. reinf. ratio),s/d,f'c [psi],Axial load(P) [kips],Axial load ratio,s/lbd,a/s,pl * fyl,pt * fyt,A [in],I,Drift ratio at 0.8Vmax1 [%],Col.Name,References
DATASTART,,,,,,,,,,,,,,,,,,,,,,,
226,8.858267717,8.858267717,17.71653543,2.223320158,0.393700787,56985,0.018616845,1.377952756,206480,0.016340271,0.172924901,17110,804.5592,0.599253243,3.500000004,12.85714285,1060.880912,3373.939156,78.46890695,513.1141131,2.7043,UC20H,Sugano;S. (1996). Seismic Behavior of Reinforced Concrete Columns Which used Ultra-High-Strength Concrete. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
227,8.858267717,8.858267717,17.71653543,2.223320158,0.393700787,56985,0.018616845,1.771653543,206480,0.0127091,0.222332016,17110,469.6072,0.349773686,4.500000004,10,1060.880912,2624.174968,78.46890695,513.1141131,2.7263,UC15L,Sugano;S. (1996). Seismic Behavior of Reinforced Concrete Columns Which used Ultra-High-Strength Concrete. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
228,8.858267717,8.858267717,17.71653543,2.223320158,0.393700787,56985,0.018616845,1.377952756,206480,0.016340271,0.172924901,17110,469.6072,0.349773686,3.500000004,12.85714285,1060.880912,3373.939156,78.46890695,513.1141131,3.639,UC20L,Sugano;S. (1996). Seismic Behavior of Reinforced Concrete Columns Which used Ultra-High-Strength Concrete. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
229,11,11,84.016,8.902357616,0.625,59015,0.010142022,9,50895,0.000991664,0.953642384,5887,241.8848,0.339569889,14.4,9.335111111,598.5314283,50.47073928,121,1220.083333,1.6115,No.1,Nosho;K. S.;John; MacRae;Gregory (1996). Retrofit of Rectangular Reinforced Concrete Columns using Tonen Forca Tow Sheet Carbon Fiber Wrapping. Seattle (Washington);University of Washington.
230,12.00787402,12.00787402,72.51968504,6.879551821,0.769291339,65830,0.025788692,3.74015748,67135,0.01384363,0.35480859,10454.5,753.878321,0.500110234,4.861821901,19.38947369,1697.669594,929.3921001,144.1890385,1732.539901,1.4768,ES-1HT,Bayrak;O. S.;Shamim (1996). Confinement Steel Requirements for High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
231,12.00787402,12.00787402,72.51968504,6.823485831,0.769291339,65830,0.025788692,3.543307087,78590,0.012428801,0.333395073,10396.5,539.7810602,0.360079369,4.605936538,20.46666666,1697.669594,976.7794706,144.1890385,1732.539901,2.3945,AS-2HT,Bayrak;O. S.;Shamim (1996). Confinement Steel Requirements for High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
232,12.00787402,12.00787402,72.51968504,6.823485831,0.769291339,65830,0.025788692,3.543307087,78590,0.012428801,0.333395073,10411,750.741518,0.500110234,4.605936538,20.46666666,1697.669594,976.7794706,144.1890385,1732.539901,1.7379,AS-3HT,Bayrak;O. S.;Shamim (1996). Confinement Steel Requirements for High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
233,12.00787402,12.00787402,72.51968504,6.879551821,0.769291339,65830,0.025788692,3.937007874,67135,0.022449523,0.373482726,10425.5,751.787119,0.500110234,5.117707264,18.42,1697.669594,1507.148727,144.1890385,1732.539901,2.2586,AS-4HT,Bayrak;O. S.;Shamim (1996). Confinement Steel Requirements for High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
234,12.00787402,12.00787402,72.51968504,6.880065738,0.769291339,65830,0.025788692,3.543307087,67135,0.025006391,0.336159564,14761,957.8728,0.450049015,4.605936538,20.46666666,1697.669594,1678.80406,144.1890385,1732.539901,0.6467,AS-5HT,Bayrak;O. S.;Shamim (1996). Confinement Steel Requirements for High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
235,12.00787402,12.00787402,72.51968504,6.879551821,0.769291339,65830,0.025788692,2.992125984,67135,0.029538845,0.283846872,14775.5,980.2300255,0.460101416,3.889457521,24.23684211,1697.669594,1983.090359,144.1890385,1732.539901,1.5389,AS-6HT,Bayrak;O. S.;Shamim (1996). Confinement Steel Requirements for High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
236,12.00787402,12.00787402,72.51968504,6.823485831,0.769291339,65830,0.025788692,3.700787402,78590,0.011899916,0.348212632,14790,959.861718,0.450099211,4.810644829,19.59574468,1697.669594,935.2143984,144.1890385,1732.539901,1.2481,AS-7HT,Bayrak;O. S.;Shamim (1996). Confinement Steel Requirements for High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
237,12.00787402,12.00787402,72.51968504,6.879551821,0.769291339,65830,0.025788692,2.755905512,67135,0.032070746,0.261437908,14819,1004.487969,0.47010362,3.582395085,26.31428571,1697.669594,2153.069533,144.1890385,1732.539901,0.9841,ES-8HT,Bayrak;O. S.;Shamim (1996). Confinement Steel Requirements for High Strength Concrete Columns. Eleventh World Conference on Earthquake Engineering. Acapulco (Mexico).
238,13.77952756,13.77952756,64.76377953,5.452074771,0.767716535,66055.562,0.01950352,5.984251969,82650,0.0040224,0.503778338,4930,400.5936,0.427945468,7.7948718,10.82236842,1288.315975,332.45136,189.8753798,3004.38832,3.0094,BG-1,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
239,13.77952756,13.77952756,64.76377953,5.452074771,0.767716535,66055.562,0.01950352,2.992125984,82650,0.008044801,0.251889169,4930,400.5936,0.427945468,3.897435899,21.64473684,1288.315975,664.9028027,189.8753798,3004.38832,4.0427,BG-2,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
240,13.77952756,13.77952756,64.76377953,5.452074771,0.767716535,66055.562,0.01950352,2.992125984,82650,0.008044801,0.251889169,4930,186.8088,0.199563796,3.897435899,21.64473684,1288.315975,664.9028027,189.8753798,3004.38832,7.0519,BG-3,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
241,13.77952756,13.77952756,64.76377953,5.451532726,0.767716535,66062,0.02925528,5.984251969,82650,0.005329488,0.503728252,4930,432.2904,0.461806473,7.7948718,10.82236842,1932.662307,440.4821832,189.8753798,3004.38832,3.0702,BG-4,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
242,13.77952756,13.77952756,64.76377953,5.452074771,0.767716535,66055.562,0.02925528,2.992125984,82650,0.010726401,0.251889169,4930,432.2904,0.461806473,3.897435899,21.64473684,1932.473962,886.5370427,189.8753798,3004.38832,6.019,BG-5,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
243,13.77952756,13.77952756,64.76377953,5.547686497,1.177165354,69277.7868,0.022927471,2.992125984,82650,0.010726401,0.256306489,4930,427.12,0.456283047,2.541806021,21.64473684,1588.364448,886.5370427,189.8753798,3004.38832,6.0497,BG-6,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
244,13.77952756,13.77952756,64.76377953,5.39963893,0.767716535,66055.562,0.02925528,2.992125984,84100,0.005144653,0.249466601,4930,432.2904,0.461806473,3.897435899,21.64473684,1932.473962,432.6653173,189.8753798,3004.38832,6.081,BG-7,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
245,13.77952756,13.77952756,64.76377953,5.39963893,0.767716535,66055.562,0.02925528,2.992125984,84100,0.005144653,0.249466601,4930,216.0328,0.230783162,3.897435899,21.64473684,1932.473962,432.6653173,189.8753798,3004.38832,7.083,BG-8,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
246,13.77952756,13.77952756,64.76377953,5.368798956,0.62992126,62027.781,0.032826438,2.992125984,84100,0.005144653,0.248041775,4930,432.2904,0.461806473,4.749999998,21.64473684,2036.151107,432.6653173,189.8753798,3004.38832,7.0519,BG-9,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
247,13.77952756,13.77952756,64.76377953,5.420634659,0.62992126,62027.781,0.032826438,2.992125984,82650,0.010726401,0.250436616,4930,432.2904,0.461806473,4.749999998,21.64473684,2036.151107,886.5370427,189.8753798,3004.38832,6.9911,BG-10,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39."
248,7.992125984,7.992125984,24.01574803,4.190999656,0.625984252,84977.88003,0.019273121,3,58984.64614,0.009164654,0.523531432,10097.37163,31.9216,0.049493899,4.79245283,8.005249343,1637.788964,540.5738732,63.87407774,339.991484,5.2466,C10-05N,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
249,7.992125984,7.992125984,24.01574803,4.185248714,0.625984252,84977.88003,0.019273121,3,58984.64614,0.009164654,0.522813036,10097.37163,31.9216,0.049493899,4.79245283,8.005249343,1637.788964,540.5738732,63.87407774,339.991484,5.2049,C10-05S,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
250,7.992125984,7.992125984,24.01574803,3.818466354,0.625984252,82978.4005,0.019273121,3,74480.61249,0.009164654,0.476995305,9827.44189,64.068,0.102064812,4.79245283,8.005249343,1599.252753,682.5890432,63.87407774,339.991484,6.2459,C10-10N,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
251,7.992125984,7.992125984,24.01574803,3.771251932,0.625984252,83123.4005,0.019273121,3.039370079,74625.61249,0.009045941,0.477279753,9827.44189,64.068,0.102064812,4.855345912,7.901554403,1602.047356,675.0588877,63.87407774,339.991484,6.2459,C10-10S,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
252,7.992125984,7.992125984,24.01574803,3.729746255,0.625984252,82978.4005,0.019273121,3,74480.61249,0.009164654,0.465912565,9497.527768,127.9112,0.21084988,4.79245283,8.005249343,1599.252753,682.5890432,63.87407774,339.991484,5.2049,C10-20N,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
253,7.992125984,7.992125984,24.01574803,3.568294823,0.625984252,83123.4005,0.019273121,3.039370079,74625.61249,0.009045941,0.451594033,9497.527768,127.9112,0.21084988,4.855345912,7.901554403,1602.047356,675.0588877,63.87407774,339.991484,5.2049,C10-20S,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
254,7.992125984,7.992125984,24.01574803,3.775920768,0.625984252,82978.4005,0.019273121,3,74480.61249,0.009164654,0.471680594,5498.568708,0,0,4.79245283,8.005249343,1599.252753,682.5890432,63.87407774,339.991484,6.3708,C5-00N,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
255,7.992125984,7.992125984,24.01574803,3.866877971,0.625984252,83123.4005,0.019273121,3.039370079,74625.61249,0.009045941,0.489381933,5498.568708,0,0,4.855345912,7.901554403,1602.047356,675.0588877,63.87407774,339.991484,6.3771,C5-00S,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
256,7.992125984,7.992125984,24.01574803,4.142614601,0.625984252,84977.88003,0.019273121,3,58984.64614,0.009164654,0.517487267,6998.178355,64.068,0.143328157,4.79245283,8.005249343,1637.788964,540.5738732,63.87407774,339.991484,4.1806,C5-20N,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
257,7.992125984,7.992125984,24.01574803,4.162401911,0.625984252,85122.88003,0.019273121,3.039370079,59129.64614,0.009045941,0.526782668,6998.178355,64.068,0.143328157,4.855345912,7.901554403,1640.583567,534.8832903,63.87407774,339.991484,4.1485,C5-20S,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
258,7.992125984,7.992125984,24.01574803,3.700333637,0.625984252,82978.4005,0.019273121,3,74480.61249,0.009164654,0.462238399,5518.563503,127.9112,0.3628757,4.79245283,8.005249343,1599.252753,682.5890432,63.87407774,339.991484,4.2131,C5-40N,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
259,7.992125984,7.992125984,24.01574803,3.700333637,0.625984252,83123.4005,0.019273121,3.039370079,74625.61249,0.009045941,0.468304519,5518.563503,127.9112,0.3628757,4.855345912,7.901554403,1602.047356,675.0588877,63.87407774,339.991484,4.1639,C5-40S,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.
260,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,1.968503937,66627.5,0.006333843,0.142806141,3616.3,101.16,0.112795512,2.624671916,28,1540.513471,422.0081245,248.0004961,5125.35384,6.1229,C1-1,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
261,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,1.968503937,66627.5,0.006333843,0.142806141,3867.15,151.74,0.158218227,2.624671916,28,1540.513471,422.0081245,248.0004961,5125.35384,6.8981,C1-2,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
262,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,1.968503937,66627.5,0.006333843,0.142806141,3788.85,202.32,0.215317265,2.624671916,28,1540.513471,422.0081245,248.0004961,5125.35384,5.8404,C1-3,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
263,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,2.047244094,66627.5,0.006090234,0.148518386,3672.85,101.16,0.111058826,2.729658792,26.92307693,1540.513471,405.7770658,248.0004961,5125.35384,6.9324,C2-1,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
264,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,2.047244094,66627.5,0.006090234,0.148518386,3932.4,151.74,0.155592924,2.729658792,26.92307693,1540.513471,405.7770658,248.0004961,5125.35384,6.8522,C2-2,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
265,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,2.047244094,66627.5,0.006090234,0.148518386,3881.65,202.32,0.210169598,2.729658792,26.92307693,1540.513471,405.7770658,248.0004961,5125.35384,5.1898,C2-3,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
266,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,2.125984252,66627.5,0.00586467,0.154230632,3828,101.16,0.106557578,2.834645669,25.92592593,1540.513471,390.7483004,248.0004961,5125.35384,6.7279,C3-1,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
267,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,2.125984252,66627.5,0.00586467,0.154230632,3987.5,151.74,0.153442913,2.834645669,25.92592593,1540.513471,390.7483004,248.0004961,5125.35384,6.7811,C3-2,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
268,15.7480315,15.7480315,55.11811024,3.998571939,0.75,72065,0.021376722,2.125984252,66627.5,0.00586467,0.154230632,3900.5,202.32,0.209153908,2.834645669,25.92592593,1540.513471,390.7483004,248.0004961,5125.35384,6.0447,C3-3,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130."
269,20,12.00787402,72.00787402,3.892317514,0.984251969,60000,0.025345236,2.952755906,60000,0.013733738,0.159608427,12035,0,0,2.999999999,24.38666666,1520.71416,824.02428,240.1574804,8005.249347,6.0591,ORC1,"Aboutaha;R. S. M.;R.I. (1999). ""Seismic Resistance of Steel-Tubed High-Strength Reinforced-Concrete Columns."" Journal of Structural Engineering (ASCE) 125(5): 485-494."
270,20,12.00787402,72.00787402,3.892317514,0.984251969,60000,0.025345236,2.952755906,60000,0.013733738,0.159608427,12035,346.8664,0.120010714,2.999999999,24.38666666,1520.71416,824.02428,240.1574804,8005.249347,4.9625,ORC2,"Aboutaha;R. S. M.;R.I. (1999). ""Seismic Resistance of Steel-Tubed High-Strength Reinforced-Concrete Columns."" Journal of Structural Engineering (ASCE) 125(5): 485-494."
271,20,12.008,72.008,3.892324324,0.984,60000,0.025331995,2.953,60000,0.01375334,0.159621622,12035,462.638,0.160064319,3.00101626,24.38469353,1519.9197,825.2004,240.16,8005.333333,3.8815,ORC3,"Aboutaha;R. S. M.;R.I. (1999). ""Seismic Resistance of Steel-Tubed High-Strength Reinforced-Concrete Columns."" Journal of Structural Engineering (ASCE) 125(5): 485-494."
273,6,6,23.5,4.475770925,0.375,74983.125,0.024543693,1,114985,0.006135923,0.190458337,12513.5,90.11706364,0.200044094,2.666666667,23.5,1840.3628,705.5391062,36,108,3.3906,A3,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615."
275,6,6,23.5,4.475770925,0.375,65985.15,0.024543693,1,114985,0.006982681,0.190458337,12093,43.54439807,0.100022047,2.666666667,23.5,1619.519264,802.9035748,36,108,3.2834,B2,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615."
276,6,6,23.5,4.475770925,0.375,65985.15,0.024543693,1,114985,0.006982681,0.190458337,13050,93.98071526,0.200044094,2.666666667,23.5,1619.519264,802.9035748,36,108,1.9179,B3,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615."
278,6,6,23.5,4.475770925,0.375,68984.475,0.024543693,1,182990,0.006982681,0.190458337,10817,38.94978533,0.100022047,2.666666667,23.5,1693.133776,1277.760796,36,108,3.2677,C2,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615."
279,6,6,23.5,4.475770925,0.375,68984.475,0.024543693,1,182990,0.006982681,0.190458337,11861,85.41802787,0.200044094,2.666666667,23.5,1693.133776,1277.760796,36,108,3.0698,C3,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615."
280,6,6,23.5,4.475770925,0.375,68984.475,0.024543693,1.25,182990,0.005586144,0.238072922,10991,79.15264686,0.200044094,3.333333333,18.8,1693.133776,1022.208491,36,108,2.2885,D1,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615."
281,6,6,23.5,4.475770925,0.375,68984.475,0.024543693,1.5,182990,0.00465512,0.285687506,12615,90.84802476,0.200044094,4,15.66666667,1693.133776,851.8404088,36,108,2.0153,D2,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615."
282,6,6,23.5,4.475770925,0.375,68984.475,0.024543693,1.75,182990,0.003990103,0.33330209,10324,74.34918808,0.200044094,4.666666667,13.42857143,1693.133776,730.148948,36,108,2.1064,D3,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615."
283,12.00787402,12.00787402,78.74015748,7.499062617,0.768,65395,0.025702186,2.362204724,56695,0.018709371,0.224971879,13398,269.76,0.139638551,3.075787401,33.33333334,1680.794453,1060.727789,144.1890385,1732.539901,7.5715,1006015,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601."
284,12.00787402,12.00787402,78.74015748,7.499062617,0.768,62350,0.025702186,2.362204724,56695,0.018709371,0.224971879,13528.5,539.52,0.276583111,3.075787401,33.33333334,1602.531297,1060.727789,144.1890385,1732.539901,5.2699,1006025,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601."
285,12.00787402,12.00787402,78.74015748,7.499062617,0.768,65395,0.025702186,2.362204724,60610,0.018709371,0.224971879,14239,809.28,0.394173181,3.075787401,33.33333334,1680.794453,1133.974976,144.1890385,1732.539901,3.3249,1006040,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601."
287,12.00787402,12.00787402,78.74015748,7.499062617,0.768,62350,0.025702186,5.118110236,56695,0.008635094,0.48743907,14166.5,539.52,0.264126963,6.664206036,15.38461539,1602.531297,489.5666543,144.1890385,1732.539901,2.2823,10013025,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601."
288,12.008,12.008,78.74,7.499047619,0.768,65395,0.025701647,5.118,60610,0.008635893,0.487428571,15123.5,809.28,0.37111212,6.6640625,15.38491598,1680.759206,523.4214747,144.192064,1732.61261,1.4567,10013040,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601."
289,12.00787402,12.00787402,78.74015748,7.499062617,0.768,64670,0.025702186,2.362204724,63510,0.018709371,0.224971879,11411.5,651.92,0.396204428,3.075787401,33.33333334,1662.160369,1188.232152,144.1890385,1732.539901,8.6896,806040,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501."
290,12.00787402,12.00787402,78.74015748,7.499062617,0.768,64670,0.025702186,2.362204724,63510,0.018709371,0.224971879,15834,944.16,0.41354494,3.075787401,33.33333334,1662.160369,1188.232152,144.1890385,1732.539901,6.1045,1206040,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501."
291,12.00787402,12.00787402,78.74015748,7.448789572,0.768,64670,0.025702186,2.165354331,119625,0.014425739,0.204841713,15877.5,809.28,0.353495949,2.819471785,36.36363636,1662.160369,1725.679028,144.1890385,1732.539901,5.3651,1005540,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501."
292,12.00787402,12.00787402,78.74015748,7.448789572,0.768,64670,0.025702186,3.149606299,119625,0.009917696,0.297951583,15109,809.28,0.371476069,4.101049868,25,1662.160369,1186.404384,144.1890385,1732.539901,2.8289,1008040,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501."
293,12.00787402,12.00787402,78.74015748,7.448789572,0.768,64670,0.025702186,2.165,107880,0.020413564,0.204808194,15152.5,1157.72,0.529891555,2.819010417,36.36958775,1662.160369,2202.215284,144.1890385,1732.539901,3.313,1005552,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501."
294,12.00787402,12.00787402,78.74015748,7.499062617,0.768,64670,0.025702186,2.362204724,71340,0.018709371,0.224971879,15863,1157.72,0.506157838,3.075787401,33.33333334,1662.160369,1334.726527,144.1890385,1732.539901,3.303,1006052,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501."
309,9.842519685,9.842519685,24.60629921,2.863688431,0.5,66845,0.024321959,1.57480315,70325,0.005026548,0.18327606,5452,158.484,0.300066141,3.1496063,15.62499999,1625.801349,353.4919881,96.87519375,782.0669303,2.9732,D1N30,Kono;S. W.;Fumio (2000). Damage Evaluation of Reinforced Concrete Columns Under Multiaxial Cyclic Loadings. The Second U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Building Structures Sapporo;Hokkaido (Japan);Pacific Earthquake Engineering Research Center (UC Berkeley): 229-240.
310,9.842519685,9.842519685,24.60629921,2.863688431,0.5,66845,0.024321959,1.57480315,70325,0.005026548,0.18327606,5452,316.968,0.600132281,3.1496063,15.62499999,1625.801349,353.4919881,96.87519375,782.0669303,1.9975,D1N60,Kono;S. W.;Fumio (2000). Damage Evaluation of Reinforced Concrete Columns Under Multiaxial Cyclic Loadings. The Second U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Building Structures Sapporo;Hokkaido (Japan);Pacific Earthquake Engineering Research Center (UC Berkeley): 229-240.
