a,a/d,lbd,fy,pl,s,pt,s/d,AL,ALR,Vmax,pt/Vmax,Column ID,DC,Conc. Cover,fyt,f'c,h,b
19.685,2.79895,0.5,57942,0.0380032,1.378,0.0161534,0.195933,484.669,0.62908,54.433,14.13099776,1,2.072644145,0.35,47618,12426.5,7.874,7.874
19.685,2.79877,0.5,57942,0.0380031,1.37795,0.0161568,0.195914,484.669,0.629077,55.4537,33.47206287,1,4.134104,0.35,114883.5,12426.5,7.874015748,7.874015748
19.685,2.79877,0.5,57942,0.0380031,1.37795,0.0161568,0.195914,264.365,0.253942,57.2543,13.43749731,1,6.364224,0.35,47618,16791,7.874015748,7.874015748
19.685,2.79877,0.5,57942,0.0380031,1.37795,0.0161568,0.195914,264.365,0.253942,57.4454,32.31154684,1,8.501888,0.35,114883.5,16791,7.874015748,7.874015748
19.685,2.79877,0.5,57942,0.0380031,1.37795,0.0161568,0.195914,440.383,0.423021,64.8908,11.85614143,1,3.41376,0.35,47618,16791,7.874015748,7.874015748
19.685,2.79877,0.5,57942,0.0380031,1.37795,0.0161568,0.195914,440.383,0.423021,64.7559,28.6637933,1,6.013196,0.35,114883.5,16791,7.874015748,7.874015748
19.685,2.32396,0.5,54955,0.024322,2.3622,0.00523599,0.278875,489.165,0.349987,92.7143,6.338128613,1,2.005076,0.93,112230,14427.5,9.842519685,9.842519685
19.685,2.32396,0.5,54955,0.024322,1.5748,0.00785398,0.185917,489.165,0.349987,92.9863,9.479376805,1,4.008374,0.93,112230,14427.5,9.842519685,9.842519685
19.685,2.32937,0.5,54955,0.024322,2.3622,0.00633554,0.279525,489.165,0.349987,96.2886,3.281974556,1,1.830324,0.93,49880,14427.5,9.842519685,9.842519685
19.685,2.32396,0.5,54955,0.024322,2.3622,0.00523599,0.278875,489.165,0.349987,91.0867,9.385344812,1,2.003044,0.93,163270,14427.5,9.842519685,9.842519685
19.685,2.32396,0.5,54955,0.024322,1.1811,0.010472,0.139438,489.165,0.349987,91.1766,12.89006785,1,1.744218,0.93,112230,14427.5,9.842519685,9.842519685
19.685,2.34583,0.5,54955,0.024322,2.3622,0.00523599,0.281499,489.165,0.349987,94.4317,6.89016821,1,1.955546,1,124265,14427.5,9.842519685,9.842519685
19.685,2.43898,0.748,49155,0.0181425,1.181,0.00523882,0.146326,489.165,0.349953,91.062,6.456620419,1,1.056642113,1.2,112230,14427.5,9.843,9.843
65.984,6.63756,0.866,53215,0.0163397,2.992,0.00611548,0.300976,60.022,0.0986525,13.874,23.20082815,1,2.49757517,1.26,52635,4219.5,12.008,12.008
65.9843,6.63762,0.866142,53215,0.0163454,5,0.00365985,0.50297,60.0216,0.0935123,13.7569,14.0028789,1,3.228800716,1.26,52635,4451.5,12.00787402,12.00787402
65.9843,6.63762,0.866142,53215,0.0163454,2.99213,0.00611581,0.30099,60.0216,0.0983161,13.0867,24.59792456,1,3.066792363,1.26,52635,4234,12.00787402,12.00787402
65.9843,6.63762,0.866142,62205,0.0163454,5,0.00365985,0.50297,60.0216,0.104016,16.0125,12.03036407,1,2.38299284,1.26,52635,4002,12.00787402,12.00787402
65.9843,6.63762,0.866142,62205,0.0163454,2.99213,0.00611581,0.30099,120.043,0.195294,17.2305,20.17484347,1,3.081341289,1.26,56840,4263,12.00787402,12.00787402
65.9843,6.63762,0.866142,62205,0.0163454,5,0.00365985,0.50297,120.043,0.180555,16.8395,12.35344719,1,3.084523866,1.26,56840,4611,12.00787402,12.00787402
65.9843,6.63762,0.866142,52635,0.0163454,2.99213,0.00611581,0.30099,180.065,0.258633,17.7284,19.6082354,1,2.250536993,1.26,56840,4828.5,12.00787402,12.00787402
65.9843,6.63762,0.866142,52635,0.0163454,5,0.00365985,0.50297,180.065,0.265817,17.5274,11.86860995,1,2.391479714,1.26,56840,4698,12.00787402,12.00787402
65.9843,6.63762,0.866142,52635,0.0163454,2.99213,0.00611581,0.30099,180.065,0.277822,18.4595,17.918881,1,2.229622912,1.26,54085,4495,12.00787402,12.00787402
65.9843,6.63762,0.866142,52635,0.0163454,5,0.00365985,0.50297,180.065,0.270833,17.6425,11.21966769,1,2.516357995,1.26,54085,4611,12.00787402,12.00787402
54.0157,3.48666,1,63655,0.0194095,4.01575,0.00927779,0.259212,379.912,0.205948,104.93,5.820612939,1,4.893387755,1.5,65830,5698.5,17.99212598,17.99212598
54.0157,3.48666,1,63655,0.0194095,4.01575,0.0051914,0.259212,579.984,0.310456,109.99,4.215800055,1,2.844911079,1.63,89320,5771,17.99212598,17.99212598
39.3701,3.28084,1,62350,0.0330911,5.90551,0.00299199,0.492126,0,0,62.0898,3.284019573,1,4.8514,0.89,68150,6322,13.77952756,13.77952756
39.3701,3.28084,1,62350,0.0330911,2.95276,0.00598399,0.246063,134.88,0.140777,60.9208,6.694083441,1,5.109972,0.89,68150,5046,13.77952756,13.77952756
39.3701,3.28084,1,63510,0.0330911,1.9685,0.00897598,0.164042,134.88,0.153095,73.2623,8.349629168,1,9.290304,0.89,68150,4640,13.77952756,13.77952756
39.3701,3.27976,1,63365,0.0330911,2.55906,0.00848437,0.213185,134.88,0.131342,77.0614,6.784840416,1,8.90016,1.02,61625,5408.5,13.77952756,13.77952756
39.3701,3.27976,1,63365,0.0330911,2.55906,0.00848437,0.213185,134.88,0.125616,76.8366,6.80469075,1,8.780018,1.02,61625,5655,13.77952756,13.77952756
44.882,5.50699,0.394,62350,0.0151011,5.906,0.00536229,0.724663,337.2,0.300037,29.258,11.42726029,1,1.359119469,1.18,62350,11600,9.843,9.843
44.8819,5.50725,0.393701,62350,0.0150796,5.90551,0.00536165,0.724638,337.2,0.300066,27.6772,12.0784934,1,1.501719298,1.18,62350,11600,9.842519685,9.842519685
44.882,5.50699,0.394,62350,0.0151011,5.906,0.00536229,0.724663,224.8,0.200025,22.094,15.13256004,1,1.644311751,1.18,62350,11600,9.843,9.843
44.882,5.50699,0.394,62350,0.0151011,5.906,0.00536229,0.724663,224.8,0.200025,30.928,10.81022961,1,1.383628181,1.18,62350,11600,9.843,9.843
44.882,5.50699,0.394,62350,0.0151011,3.937,0.00804411,0.483067,224.8,0.200025,31.751,15.79636101,1,1.929504033,1.18,62350,11600,9.843,9.843
44.8819,5.50725,0.393701,62350,0.0150796,3.93701,0.00804248,0.483092,337.2,0.300066,28.8628,17.37352675,1,2.125578947,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.50725,0.393701,62350,0.0150796,3.93701,0.00804248,0.483092,337.2,0.300066,29.4697,17.01573576,1,1.759729825,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.50725,0.393701,62350,0.0150796,3.93701,0.00804248,0.483092,224.8,0.200044,24.798,20.22133349,1,2.053166667,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.50725,0.393701,62350,0.0150796,1.9685,0.016085,0.241546,224.8,0.200044,22.7092,44.16270718,1,3.379982456,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.50725,0.393701,62350,0.0150796,1.9685,0.016085,0.241546,337.2,0.300066,28.4253,35.28194074,1,2.955312281,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.50725,0.393701,62350,0.0150796,1.9685,0.016085,0.241546,224.8,0.200044,29.5878,33.89571884,1,3.109049123,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.50725,0.393701,62350,0.0150796,1.9685,0.016085,0.241546,337.2,0.300066,30.3024,33.09638015,1,2.123350877,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,5.90551,0.00536165,0.742574,224.8,0.200044,39.4058,8.483494245,1,4.268314035,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,5.90551,0.00536165,0.742574,337.2,0.300066,37.1194,9.006042056,1,3.415631579,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,5.90551,0.00536165,0.742574,337.2,0.300066,38.9053,8.59263076,1,3.742935088,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,5.90551,0.00536165,0.742574,224.8,0.200044,46.0315,7.262393741,1,3.449052632,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,3.93701,0.00804248,0.49505,224.8,0.200044,36.329,13.80298461,1,4.730861404,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,3.93701,0.00804248,0.49505,224.8,0.200044,43.8582,11.43340648,1,3.126205263,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,3.93701,0.00804248,0.49505,337.2,0.300066,39.342,12.74588552,1,3.552657895,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,3.93701,0.00804248,0.49505,337.2,0.300066,38.3332,13.08131406,1,4.274552632,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,1.9685,0.016085,0.247525,224.8,0.200044,38.559,26.00948546,1,5.241312281,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,1.9685,0.016085,0.247525,224.8,0.200044,38.9119,25.77360011,1,5.403070175,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,1.9685,0.016085,0.247525,337.2,0.300066,38.305,26.18195405,1,5.162215789,1.18,62350,11600,9.842519685,9.842519685
44.8819,5.64356,0.787402,62350,0.0603186,1.9685,0.016085,0.247525,337.2,0.300066,39.7587,25.22466152,1,5.25557193,1.18,62350,11600,9.842519685,9.842519685
91.9291,4.12216,0.751969,64960,0.0222493,4.33071,0.00270568,0.194192,138.252,0.0975638,82.8242,2.027360371,1,5.226199572,1.1,62060,3944,24.01574803,14.96062992
91.9291,4.12216,0.751969,64960,0.0222493,4.33071,0.00270568,0.194192,338.324,0.238754,89.9832,1.866065008,1,4.379460385,1.1,62060,3944,24.01574803,14.96062992
91.9291,4.10045,0.751969,64960,0.0222493,3.26772,0.00358584,0.145755,135.105,0.0922891,85.4124,2.605444062,1,6.886282655,0.98,62060,4074.5,24.01574803,14.96062992
91.9291,4.10045,0.751969,64960,0.0222493,3.26772,0.00358584,0.145755,340.347,0.232489,96.8668,2.297352967,1,5.546119914,0.98,62060,4074.5,24.01574803,14.96062992
20,2.2888,0.751969,73950,0.0355287,2.00787,0.0164155,0.229781,109.927,0.0997525,72.8635,16.66027881,1,7.0275,0.51,73950,11020,10,10
20,2.2888,0.751969,73950,0.0355287,2.00787,0.0164155,0.229781,220.079,0.199709,85.0524,14.27268631,1,5.854,0.51,73950,11020,10,10
20,2.27242,0.625984,73950,0.0246211,2.00787,0.0164155,0.228137,120.043,0.0962656,61.9245,19.60332704,1,7.2905,0.51,73950,12470,10,10
20,2.27242,0.625984,73950,0.0246211,2.00787,0.0164155,0.228137,240.086,0.192531,71.6836,16.9345042,1,6.784,0.51,73950,12470,10,10
17.7165,2.20913,0.393701,56985,0.0186168,1.77165,0.0080704,0.220913,804.559,0.599253,75.1394,22.03696489,1,0.720513333,0.44,205175,17110,8.858267717,8.858267717
17.7165,2.22332,0.393701,56985,0.0186168,1.77165,0.0127091,0.222332,804.559,0.599253,82.052,31.98185258,1,1.802835556,0.44,206480,17110,8.858267717,8.858267717
17.7165,2.22332,0.393701,56985,0.0186168,1.37795,0.0163403,0.172925,804.559,0.599253,91.887,36.71841658,1,2.704253333,0.44,206480,17110,8.858267717,8.858267717
17.7165,2.22332,0.393701,56985,0.0186168,1.77165,0.0127091,0.222332,469.607,0.349774,82.6702,31.74269529,1,2.726266667,0.44,206480,17110,8.858267717,8.858267717
17.7165,2.22332,0.393701,56985,0.0186168,1.37795,0.0163403,0.172925,469.607,0.349774,83.176,40.56392642,1,3.638973333,0.44,206480,17110,8.858267717,8.858267717
84.016,8.90236,0.625,59015,0.010142,9,0.000991664,0.953642,241.885,0.33957,14.7826,3.414199077,1,1.611483599,1,50895,5887,11,11
72.5197,6.87955,0.769291,65830,0.0257887,3.74016,0.0138436,0.354809,753.878,0.50011,33.1108,28.06909184,1,1.476840391,0.45,67135,10454.5,12.00787402,12.00787402
72.5197,6.82349,0.769291,65830,0.0257887,3.54331,0.0124288,0.333395,539.781,0.360079,33.5561,29.10884733,1,2.394522258,0.55,78590,10396.5,12.00787402,12.00787402
72.5197,6.82349,0.769291,65830,0.0257887,3.54331,0.0124288,0.333395,750.742,0.50011,33.227,29.3971587,1,1.737872964,0.55,78590,10411,12.00787402,12.00787402
72.5197,6.87955,0.769291,65830,0.0257887,3.93701,0.0224495,0.373483,751.787,0.50011,33.1882,45.41213993,1,2.258559175,0.45,67135,10425.5,12.00787402,12.00787402
72.5197,6.88007,0.769291,65830,0.0257887,3.54331,0.0250064,0.33616,957.873,0.450049,44.833,37.4457356,1,0.646720955,0.45,67135,14761,12.00787402,12.00787402
72.5197,6.87955,0.769291,65830,0.0257887,2.99213,0.0295388,0.283847,980.23,0.460101,44.1864,44.88003861,1,1.538892508,0.45,67135,14775.5,12.00787402,12.00787402
72.5197,6.82349,0.769291,65830,0.0257887,3.70079,0.0118999,0.348213,959.862,0.450099,38.6486,24.19785299,1,1.248074919,0.55,78590,14790,12.00787402,12.00787402
72.5197,6.87955,0.769291,65830,0.0257887,2.75591,0.0320707,0.261438,1004.49,0.470104,40.0078,53.81616696,1,0.98414658,0.45,67135,14819,12.00787402,12.00787402
64.7638,5.45207,0.767717,66055.6,0.0195035,5.98425,0.0040224,0.503778,400.594,0.427945,43.7561,7.597828874,1,3.009398176,1.14,82650,4930,13.77952756,13.77952756
64.7638,5.45207,0.767717,66055.6,0.0195035,2.99213,0.0080448,0.251889,400.594,0.427945,42.9625,15.47635077,1,4.042691793,1.14,82650,4930,13.77952756,13.77952756
64.7638,5.45207,0.767717,66055.6,0.0195035,2.99213,0.0080448,0.251889,186.809,0.199564,36.9323,18.00328493,1,7.051935562,1.14,82650,4930,13.77952756,13.77952756
64.7638,5.45153,0.767717,66062,0.0292553,5.98425,0.00532949,0.503728,432.29,0.461806,46.4719,9.478466525,1,3.07023465,1.14,82650,4930,13.77952756,13.77952756
64.7638,5.45207,0.767717,66055.6,0.0292553,2.99213,0.0107264,0.251889,432.29,0.461806,53.355,16.61581782,1,6.01895076,1.14,82650,4930,13.77952756,13.77952756
64.7638,5.54769,1.17717,69277.8,0.0229275,2.99213,0.0107264,0.256306,427.12,0.456283,49.7832,17.80795449,1,6.049677812,1.14,82650,4930,13.77952756,13.77952756
64.7638,5.39964,0.767717,66055.6,0.0292553,2.99213,0.00514465,0.249467,432.29,0.461806,48.4354,8.932827333,1,6.081022492,1.14,84100,4930,13.77952756,13.77952756
64.7638,5.39964,0.767717,66055.6,0.0292553,2.99213,0.00514465,0.249467,216.033,0.230783,44.6203,9.696596953,1,7.082971429,1.14,84100,4930,13.77952756,13.77952756
64.7638,5.3688,0.629921,62027.8,0.0328264,2.99213,0.00514465,0.248042,432.29,0.461806,49.3052,8.775242064,1,7.051935562,1.14,84100,4930,13.77952756,13.77952756
64.7638,5.42063,0.629921,62027.8,0.0328264,2.99213,0.0107264,0.250437,432.29,0.461806,53.4956,16.57214724,1,6.991099088,1.14,82650,4930,13.77952756,13.77952756
24.0157,4.191,0.625984,84977.9,0.0192731,3,0.00916465,0.523531,31.9216,0.0494939,15.7994,34.21482064,1,5.246557377,1.57,58984.64614,10097.37163,7.992125984,7.992125984
24.0157,4.18525,0.625984,84977.9,0.0192731,3,0.00916465,0.522813,31.9216,0.0494939,15.2994,35.33299589,1,5.204918033,1.57,58984.64614,10097.37163,7.992125984,7.992125984
24.0157,3.81847,0.625984,82978.4,0.0192731,3,0.00916465,0.476995,64.068,0.102065,21.4991,31.74964279,1,6.245901639,1.02,74480.61249,9827.44189,7.992125984,7.992125984
24.0157,3.77125,0.625984,83123.4,0.0192731,3.03937,0.00904594,0.47728,64.068,0.102065,21.1992,31.84359849,1,6.245901639,0.94,74625.61249,9827.44189,7.992125984,7.992125984
24.0157,3.72975,0.625984,82978.4,0.0192731,3,0.00916465,0.465913,127.911,0.21085,24.199,28.20731209,1,5.204918033,0.87,74480.61249,9497.527768,7.992125984,7.992125984
24.0157,3.56829,0.625984,83123.4,0.0192731,3.03937,0.00904594,0.451594,127.911,0.21085,23.2991,28.9736004,1,5.204918033,0.57,74625.61249,9497.527768,7.992125984,7.992125984
24.0157,3.77592,0.625984,82978.4,0.0192731,3,0.00916465,0.471681,0,0,13.2995,51.32439154,1,6.370819672,0.94,74480.61249,5498.568708,7.992125984,7.992125984
24.0157,3.86688,0.625984,83123.4,0.0192731,3.03937,0.00904594,0.489382,0,0,13.1058,51.50840186,1,6.377065574,1.09,74625.61249,5498.568708,7.992125984,7.992125984
24.0157,4.14261,0.625984,84977.9,0.0192731,3,0.00916465,0.517487,64.068,0.143328,16.298,33.16809653,1,4.180590164,1.51,58984.64614,6998.178355,7.992125984,7.992125984
24.0157,4.1624,0.625984,85122.9,0.0192731,3.03937,0.00904594,0.526783,64.068,0.143328,16.298,32.81894902,1,4.148527869,1.54,59129.64614,6998.178355,7.992125984,7.992125984
24.0157,3.70033,0.625984,82978.4,0.0192731,3,0.00916465,0.462238,127.911,0.362876,18.9956,35.934045,1,4.213068852,0.81,74480.61249,5518.563503,7.992125984,7.992125984
24.0157,3.70033,0.625984,83123.4,0.0192731,3.03937,0.00904594,0.468305,127.911,0.362876,18.9956,35.53764098,1,4.163934426,0.81,74625.61249,5518.563503,7.992125984,7.992125984
55.1181,3.99857,0.75,72065,0.0213767,1.9685,0.00633384,0.142806,101.16,0.112796,56.2,7.509037804,1,6.122851429,1.34,66627.5,3616.3,15.7480315,15.7480315
55.1181,3.99857,0.75,72065,0.0213767,1.9685,0.00633384,0.142806,151.74,0.158218,60.152,7.015692323,1,6.898095714,1.34,66627.5,3867.15,15.7480315,15.7480315
55.1181,3.99857,0.75,72065,0.0213767,1.9685,0.00633384,0.142806,202.32,0.215317,68.6314,6.148904504,1,5.840367143,1.34,66627.5,3788.85,15.7480315,15.7480315
55.1181,3.99857,0.75,72065,0.0213767,2.04724,0.00609023,0.148518,101.16,0.111059,55.7616,7.276993474,1,6.932385714,1.34,66627.5,3672.85,15.7480315,15.7480315
55.1181,3.99857,0.75,72065,0.0213767,2.04724,0.00609023,0.148518,151.74,0.155593,64.2119,6.319339551,1,6.852194286,1.34,66627.5,3932.4,15.7480315,15.7480315
55.1181,3.99857,0.75,72065,0.0213767,2.04724,0.00609023,0.148518,202.32,0.21017,69.6453,5.826334287,1,5.189764286,1.34,66627.5,3881.65,15.7480315,15.7480315
55.1181,3.99857,0.75,72065,0.0213767,2.12598,0.00586467,0.154231,101.16,0.106558,56.7485,6.885614605,1,6.727915714,1.34,66627.5,3828,15.7480315,15.7480315
55.1181,3.99857,0.75,72065,0.0213767,2.12598,0.00586467,0.154231,151.74,0.153443,63.4993,6.153584377,1,6.781074286,1.34,66627.5,3987.5,15.7480315,15.7480315
55.1181,3.99857,0.75,72065,0.0213767,2.12598,0.00586467,0.154231,202.32,0.209154,68.0537,5.741764231,1,6.044655714,1.34,66627.5,3900.5,15.7480315,15.7480315
72.0079,3.89232,0.984252,60000,0.0253452,2.95276,0.0137337,0.159608,0,0,58.03,14.19993107,1,6.059059595,0.61,60000,12035,20,12.00787402
72.0079,3.89232,0.984252,60000,0.0253452,2.95276,0.0137337,0.159608,346.866,0.120011,87.3081,9.438093373,1,4.962512849,0.61,60000,12035,20,12.00787402
72.008,3.89232,0.984,60000,0.025332,2.953,0.0137533,0.159622,462.638,0.160064,95.358,8.653684012,1,3.881513165,0.61,60000,12035,20,12.008
23.5,4.47577,0.375,74979.5,0.0245437,1,0.00613592,0.190458,0,0,10.4398,67.58163578,1,5.234468085,0.44,114985,14891.5,6,6
23.5,4.47577,0.375,74983.1,0.0245437,1,0.00613592,0.190458,90.1171,0.200044,16.4455,42.90163031,1,3.390638298,0.44,114985,12513.5,6,6
23.5,4.47577,0.375,65989.5,0.0245437,1,0.00698268,0.190458,0,0,9.13374,87.90522391,1,4.814893617,0.44,114985,12687.5,6,6
23.5,4.47577,0.375,65985.1,0.0245437,1,0.00698268,0.190458,43.5444,0.100022,12.5455,63.99931926,1,3.283404255,0.44,114985,12093,6,6
23.5,4.47577,0.375,65985.1,0.0245437,1,0.00698268,0.190458,93.9807,0.200044,14.6633,54.7559867,1,1.91787234,0.44,114985,13050,6,6
23.5,4.47577,0.375,68991,0.0245437,1,0.00698268,0.190458,0,0,8.99334,142.0785396,1,6.092340426,0.44,182990,9787.5,6,6
23.5,4.47577,0.375,68984.5,0.0245437,1,0.00698268,0.190458,38.9498,0.100022,11.514,110.9745191,1,3.267659574,0.44,182990,10817,6,6
23.5,4.47577,0.375,68984.5,0.0245437,1,0.00698268,0.190458,85.418,0.200044,12.9849,98.40357748,1,3.069787234,0.44,182990,11861,6,6
23.5,4.47577,0.375,68984.5,0.0245437,1.25,0.00558614,0.238073,79.1526,0.200044,12.8201,79.73477263,1,2.288510638,0.44,182990,10991,6,6
23.5,4.47577,0.375,68984.5,0.0245437,1.5,0.00465512,0.285688,90.848,0.200044,14.1079,60.38038325,1,2.015319149,0.44,182990,12615,6,6
23.5,4.47577,0.375,68984.5,0.0245437,1.75,0.0039901,0.333302,74.3492,0.200044,12.0572,60.55704467,1,2.106382979,0.44,182990,10324,6,6
78.7402,7.49906,0.768,65395,0.0257022,2.3622,0.0187094,0.224972,269.76,0.139639,27.6459,38.36841749,1,7.571486,0.68,56695,13398,12.00787402,12.00787402
78.7402,7.49906,0.768,62350,0.0257022,2.3622,0.0187094,0.224972,539.52,0.276583,35.9163,29.53337156,1,5.269865,0.68,56695,13528.5,12.00787402,12.00787402
78.7402,7.49906,0.768,65395,0.0257022,2.3622,0.0187094,0.224972,809.28,0.394173,43.836,25.86861789,1,3.32486,0.68,60610,14239,12.00787402,12.00787402
78.7402,7.49906,0.768,65395,0.0257022,5.11811,0.00863509,0.487439,269.76,0.136103,25.1641,19.45495478,1,4.552442,0.68,56695,13746,12.00787402,12.00787402
78.7402,7.49906,0.768,62350,0.0257022,5.11811,0.00863509,0.487439,539.52,0.264127,37.7124,12.98157708,1,2.282317,0.68,56695,14166.5,12.00787402,12.00787402
78.74,7.49905,0.768,65395,0.0257016,5.118,0.00863589,0.487429,809.28,0.371112,41.588,12.58587316,1,1.456692913,0.68,60610,15123.5,12.008,12.008
78.7402,7.49906,0.768,64670,0.0257022,2.3622,0.0187094,0.224972,651.92,0.396204,38.0429,31.23405403,1,8.689594,0.68,63510,11411.5,12.00787402,12.00787402
78.7402,7.49906,0.768,64670,0.0257022,2.3622,0.0187094,0.224972,944.16,0.413545,47.8554,24.82967427,1,6.104509,0.68,63510,15834,12.00787402,12.00787402
78.7402,7.44879,0.768,64670,0.0257022,2.16535,0.0144257,0.204842,809.28,0.353496,44.5599,38.72706991,1,5.365115,0.68,119625,15877.5,12.00787402,12.00787402
78.7402,7.44879,0.768,64670,0.0257022,3.14961,0.0099177,0.297952,809.28,0.371476,45.3354,26.16950247,1,2.828925,0.68,119625,15109,12.00787402,12.00787402
78.7402,7.44879,0.768,64670,0.0257022,2.165,0.0204136,0.204808,1157.72,0.529892,45.3062,48.60745699,1,3.313049,0.61,107880,15152.5,12.00787402,12.00787402
78.7402,7.49906,0.768,64670,0.0257022,2.3622,0.0187094,0.224972,1157.72,0.506158,47.3159,28.20888107,1,3.303016,0.68,71340,15863,12.00787402,12.00787402
27,2.60241,0.75,65682.9,0.0245437,3,0.00545415,0.289157,29.9988,0.0852267,25.5211,12.73303204,1,2.990185185,1,59580.5,4888.729578,12,6
27,2.60241,0.75,65682.9,0.0245437,3,0.00545415,0.289157,29.9988,0.0852267,25.5211,12.73303204,1,3.015185185,1,59580.5,4888.729578,12,6
27,2.60241,0.75,65682.9,0.0245437,1.5,0.0109083,0.144578,29.9988,0.0894331,26.0827,24.91774119,1,4.105740741,1,59580.5,4658.789332,12,6
27,2.60241,0.75,65682.9,0.0245437,1.5,0.0109083,0.144578,29.9988,0.0894331,26.0827,24.91774119,1,4.161111111,1,59580.5,4658.789332,12,6
27,2.60241,0.75,65682.9,0.0245437,3,0.00545415,0.289157,29.9988,0.0960273,25.522,12.73258303,1,3.126111111,1,59580.5,4338.872468,12,6
27,2.60241,0.75,65682.9,0.0245437,3,0.00545415,0.289157,29.9988,0.0960273,25.522,12.73258303,1,3.133518519,1,59580.5,4338.872468,12,6
27,2.60241,0.75,65682.9,0.0245437,2.25,0.00727221,0.216867,29.9988,0.104977,25.6452,16.89524386,1,3.031481481,1,59580.5,3968.968594,12,6
27,2.60241,0.75,65682.9,0.0245437,2.25,0.00727221,0.216867,29.9988,0.104977,25.6452,16.89524386,1,3.218148148,1,59580.5,3968.968594,12,6
27,2.60241,0.75,65682.9,0.0245437,3,0.00545415,0.289157,59.9976,0.157863,29.3809,11.06028012,1,3.414814815,1,59580.5,5278.628256,12,6
27,2.60241,0.75,65682.9,0.0245437,3,0.00545415,0.289157,59.9976,0.157863,29.3809,11.06028012,1,3.346481481,1,59580.5,5278.628256,12,6
27,2.60241,0.75,65682.9,0.0245437,2.25,0.00727221,0.216867,29.9988,0.0823633,26.0338,16.6430528,1,3.009259259,1,59580.5,5058.685412,12,6
27,2.60241,0.75,65682.9,0.0245437,2.25,0.00727221,0.216867,29.9988,0.0823633,26.0338,16.6430528,1,3.157407407,1,59580.5,5058.685412,12,6
27,2.60241,0.75,65685,0.0245437,2.25,0.00727221,0.216867,29.898,0.0784601,26.4694,16.36916243,1,3.204814815,1,59580.5,5292.5,12,6
27,2.60241,0.75,65685,0.0245437,2.25,0.00727221,0.216867,29.898,0.0784601,26.4694,16.36916243,1,2.97962963,1,59580.5,5292.5,12,6
24.6063,2.86369,0.5,66845,0.024322,1.5748,0.00502655,0.183276,158.484,0.300066,45.1939,7.821677898,1,2.9732224,0.84,70325,5452,9.842519685,9.842519685
24.6063,2.86369,0.5,66845,0.024322,1.5748,0.00502655,0.183276,316.968,0.600132,42.2808,8.360582788,1,1.997456,0.84,70325,5452,9.842519685,9.842519685
47.2441,2.26372,1,56260,0.0168902,3.93701,0.00844512,0.188644,1798.4,0.567018,278.527,2.303763074,1,2.46253,1.75,75980,5684,23.62204724,23.62204724
47.2441,2.22717,1,56260,0.0168902,3.93701,0.00844512,0.185598,1798.4,0.567018,300.953,2.132094439,1,2.248535,1.41,75980,5684,23.62204724,23.62204724
47.2441,2.31303,1,56260,0.0193893,3.93701,0.00904835,0.192753,1348.8,0.594313,270.057,2.545735282,1,1.935056667,0.62,75980,4669,22.04724409,22.04724409
49.0157,3.45689,0.5,52635,0.0158346,2.75591,0.00201959,0.194363,35.2936,0.0273389,34.1246,3.157995182,1,3.51091245,1.08,53360,5205.5,15.7480315,15.7480315
49.016,3.45694,0.5,52635,0.0158347,2.756,0.00201918,0.194372,35.294,0.0274925,33.261,3.239332696,1,4.304716827,1.08,53360,5176.5,15.748,15.748
49.0157,3.45689,0.5,52635,0.0158346,2.75591,0.00201959,0.194363,35.2936,0.0286142,34.4191,3.130974442,1,5.954208835,1.08,53360,4973.5,15.7480315,15.7480315
49.016,3.45694,0.5,52635,0.0158347,2.756,0.00201918,0.194372,35.294,0.0295627,35.307,3.051617096,1,8.148359719,1.08,53360,4814,15.748,15.748
49.016,3.45694,0.5,52635,0.0158347,2.756,0.00201918,0.194372,35.294,0.0266707,35.847,3.005647468,1,7.23437245,1.08,53360,5336,15.748,15.748
49.016,3.45694,0.5,52635,0.0158347,2.756,0.00201918,0.194372,35.294,0.0273393,38.349,2.809550309,1,8.493145095,1.08,53360,5205.5,15.748,15.748
94.5,5.88,0.875,66700,0.0148,14,0.00087,0.871595,290,0.25,42.7,1.293793911,1,2.074074074,1.125,63500,3570,18,18
