ID,Drift ratio at 0.8Vmax1 [%],References,First Author,Col.Name,Data File,Section depth (h) [in.],Section width (b) [in.],d1 [in.],d2 [in.],Clear Cover cc [in.],lc [in.],a [in.],a/d1,Longi. bars along first face (perp.),Bar dia. [in.],Longi. bars along second face (perp.),Bar dia. [in.],Longi. bars in middle layers(perp.),Longi. bars in middle layers (parl.),Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Trans. reinf. legs perp. to load,Trans. reinf. legs parl. to load,Trans. bar dia. [in.],Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pt (trans. reinf. volumetric ratio),pv (trans. reinf. ratio),s/d1 (primary),s/d2 (secondary),Seismic hoops,f'c [psi],Axial load(P) [kips],Axial load ratio,Spliced longi. bars,Splice length [in.],Splice height [in.],Test configuration,Number of loading directions,Maximum lateral load (primary) (Vmax1) [kips],Drift ratio at Vmax1 [%],Drift ratio at 0.8Vmax1 [%],Drift ratio at 0.25Vmax [%],Drift ratio at axial failure (primary) [%],Lateral load at axial failure (primary) [kips],Vp1 (primary) [kips],Vo1 (primary) [kips],Vp1/Vo1,Maximum lateral load (secondary) (Vmax2) [kips],Drift ratio at Vmax2 [%],Drift ratio at 0.8Vmax2 [%],Drift ratio at 0.25Vmax2 [%],Drift ratio at axial failure (secondary) [%],Lateral load at axial failure (secondary) [kips],Vp2 (secondary) [kips],Vo2 (secondary) [kips],Vp2/Vo2,
103,1.086138478,Yalcin;C. (1997). Seismic Evaluation and Retrofit of Existing Reinforced Concrete Bridge Columns. Department of Civil Engineering. Ottawa;Ontario (Canada);University of Ottawa. Doctor of Philosophy: 398.,Yalcin,BR-S1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/103.csv,21.654,21.654,18.745,18.75,1.97,58.464,58.464,3.11891171,4,0.992,4,0.992,2,2,0.992,64525,0.019779632,2,2,0.444,11.81102362,61625,0.002959802,0.001210766,0.630089284,0.57,2,6525,404.64,0.132254979,0,0,0,1,1,132.69944,0.934689198,1.086138478,1.928708265,0,0,132.9646374,127.49,1.042970081,0,0,0,0,0,0,0,0,0,
104,5.345047593,"Elwood;K. J. a. M.;Jack P. (2008). ""Dynamic Shear and Axial-Load Failure of Reinforced Concrete Columns."" Journal of Structural Engineering (ASCE) 134(7): 1189-1198.",Elwood,Specimen1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/104.csv,9,9,7.75984252,7.76,0.8,57.992,28.996,3.73667377,3,0.5,3,0.5,2,1,0.5,69455,0.019392547,3.414,3.414,0.192125984,5.984251969,104110,0.00446769,0.001837694,0.771182141,0.7,2,3552.5,28.7744,0.099997046,0,0,0,3,1,18.1438,2.663988712,5.345047593,0,0,0,14.79076281,20.99,0.704810371,0,0,0,0,0,0,0,0,0,
105,3.439267485,"Elwood;K. J. a. M.;Jack P. (2008). ""Dynamic Shear and Axial-Load Failure of Reinforced Concrete Columns."" Journal of Structural Engineering (ASCE) 134(7): 1189-1198.",Elwood,Specimen2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/105.csv,9,9,7.75984252,7.76,0.8,57.992,28.996,3.73667377,3,0.5,3,0.5,2,1,0.5,69455,0.019392547,3.414,3.414,0.192125984,5.984251969,104110,0.00446769,0.001837694,0.771182141,0.7,2,3465.5,68.1144,0.242654312,0,0,0,3,1,19.9218,1.761501651,3.439267485,5.947372051,0,0,16.47663512,23.49,0.701371918,0,0,0,0,0,0,0,0,0,
106,1.432604167,"Priestley;M. J. N. S.;F.; Xiao;Y. and Verma;R. (1994). ""Steel Jacket Retrofitting of Reinforced Concrete Bridge Columns for Enhanced Shear Strength - Part 2: Test Results and Comparison with Theory."" ACI Structural Journal 91(5): 537-551.",Verma,UnitR1A,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/106.csv,24,16,22.5,14.5,0.87,96,48,2.133333333,5,0.75,5,0.75,2,6,0.75,47003.2,0.025310683,2,2,0.251968504,5,52002.8,0.002295553,0.001246586,0.222222222,0.33,2,5499.85,114.04104,0.053998177,0,0,0,3,1,127.9,1.385416667,1.432604167,0,0,0,116.5266722,106.08,1.098512568,0,0,0,0,0,0,0,0,0,
107,3.923291847,Saatcioglu;M. O.;Guney (1989). Response of Reinforced Concrete Columns to Simulated Seismic Loading. ACI Structural Journal. 86: 3-12.,Saatcioglu,U2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/107.csv,13.78,13.78,12.00834646,12.01,0.89,39.37,39.37,3.278552975,3,0.984251969,3,0.984251969,2,1,0.984251969,65685,0.03205487,2,2,0.393700787,5.905511811,68150,0.006866599,0.00299189,0.49178393,0.46,2,4379,134.88,0.162208712,0,0,0,1,1,61.66264,2.309004618,3.923291847,5.913131826,0,0,61.05876484,64.46,0.947186315,0,0,0,0,0,0,0,0,0,
108,1.97485395,"Esaki, F. (1996). Reinforcing Effect of Steel Plate Hoops on Ductility of R/C Square Column. Eleventh World Conference on Earthquake Engineering. Acapulco, Mexico, Elsevier Science Ltd.",Esaki,H-2-1_3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/108.csv,7.874,7.874,6.89,6.89,0.49,31.496,15.748,2.28563135,3,0.511811024,3,0.511811024,2,1,0.511811024,52459.55,0.026546564,2,2,0.236220472,1.57480315,52843.8,0.016155617,0.007068598,0.228563592,0.21,2,3340,71.74429056,0.346457572,0,0,0,3,1,27.49994136,1.066002132,1.97485395,0,0,0,22.21274112,35.94,0.618121233,0,0,0,0,0,0,0,0,0,
109,1.966916434,Esaki;F. (1996). Reinforcing Effect of Steel Plate Hoops on Ductility of R/C Square Column. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico;Elsevier Science Ltd.,Esaki,H-2-1_5,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/109.csv,7.874,7.874,6.89,6.89,0.49,31.496,15.748,2.28563135,3,0.511811024,3,0.511811024,2,1,0.511811024,52459.55,0.026546564,2,2,0.236220472,1.968503937,52843.8,0.012924494,0.005654878,0.28570449,0.27,2,3340,43.089664,0.208082626,0,0,0,3,1,24.54485544,1.302002604,1.966916434,0,0,0,21.19137051,29.25,0.72437803,0,0,0,0,0,0,0,0,0,
110,2.132016764,Esaki;F. (1996). Reinforcing Effect of Steel Plate Hoops on Ductility of R/C Square Column. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico;Elsevier Science Ltd.,Esaki,HT-2-1_3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/110.csv,7.874,7.874,6.89,6.89,0.49,31.496,15.748,2.28563135,3,0.511811024,3,0.511811024,2,1,0.511811024,52459.55,0.026546564,3,3,0.236220472,2.362204724,52843.8,0.016155617,0.007068598,0.342845388,0.32,2,2930,62.881056,0.346147648,0,0,0,3,1,26.77219632,1.52000304,2.132016764,0,0,0,20.89451649,34.58,0.604318952,0,0,0,0,0,0,0,0,0,
111,2.482219964,Esaki;F. (1996). Reinforcing Effect of Steel Plate Hoops on Ductility of R/C Square Column. Eleventh World Conference on Earthquake Engineering. Acapulco;Mexico;Elsevier Science Ltd.,Esaki,HT-2-1_5,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/111.csv,7.874,7.874,6.89,6.89,0.49,31.496,15.748,2.28563135,3,0.511811024,3,0.511811024,2,1,0.511811024,52459.55,0.026546564,3,3,0.236220472,2.952755906,52843.8,0.012924494,0.005654878,0.428556735,0.4,2,2930,37.7664,0.207896485,0,0,0,3,1,24.5889612,1.349002698,2.482219964,0,0,0,20.09680535,28.16,0.713582037,0,0,0,0,0,0,0,0,0,
112,1.031810345,Lynn;A. (1999). Seismic Evaluation of Existing Reinforced Concrete Building Colums. Department of Civil Engineering. Berkeley;University of California. Doctor of Philosophy: 371.,Lynn,3CMH18,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/112.csv,18,18,15.5,15.5,1.5,116,58,3.741935484,3,1.251968504,3,1.251968504,2,1,1.251968504,47995,0.030396366,2,2,0.374015748,18,57985.5,0.001627668,0.000678195,1.161290323,1.06,2,4002,339.8976,0.262135599,0,0,0,3,1,73.7344,0.916372522,1.031810345,2.070344828,2.070689655,18.771,76.90487314,51.01,1.507681629,0,0,0,0,0,0,0,0,0,
113,1.744482759,Lynn;A. (1999). Seismic Evaluation of Existing Reinforced Concrete Building Colums. Department of Civil Engineering. Berkeley;University of California. Doctor of Philosophy: 371.,Lynn,3CMD12,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/113.csv,18,18,15.5,15.5,1.5,116,58,3.741935484,3,1.251968504,3,1.251968504,2,1,1.251968504,47995,0.030396366,3.414,3.414,0.374015748,12,57985.5,0.004167644,0.001736519,0.774193548,0.71,2,4002,339.8976,0.262135599,0,0,0,3,1,80.0288,1.024979636,1.744482759,0,2.08362069,33.495,76.90487314,76.38,1.006828297,0,0,0,0,0,0,0,0,0,
114,1,Lynn;A. (1999). Seismic Evaluation of Existing Reinforced Concrete Building Colums. Department of Civil Engineering. Berkeley;University of California. Doctor of Philosophy: 371.,Lynn,3SLH18,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/114.csv,18,18,15.5,15.5,1.5,116,58,3.74,3,1.25,3,1.25,2,1,1.25,48000,0.0303,2,2,0.375,18,58000,0.00159,0.00068,1.161290323,1.06,2,3900,113,0.09,1,25,0,3,1,59.8,0.76,1,2.1,3.1,0.1,69.4,36.07,1.923889382,0,0,0,0,0,0,0,0,0,
115,5.306070612,"M.Yoshimura;Y.Takaine;T.Nakamura;""Collapse Drift of Reinforced Concrete Columns"";The Fifth US-Japan workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Building Structures;10-11;September 2003.",Yoshimura,Unit_6,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/115.csv,11.811,11.811,10.039,10.04,1.28,47.244,23.622,2.353023209,4,0.512,4,0.512,2,2,0.512,59305,0.017710781,2,2,0.236,3.937,56840,0.004804186,0.001881446,0.392170535,0.35,2,4451.5,124.22448,0.200044894,0,0,0,3,1,48.93896,1.988003976,5.306070612,0,0,0,44.03528657,46.77,0.941455627,0,0,0,0,0,0,0,0,0,
116,2.036025739,"M.Yoshimura;Y.Takaine;T.Nakamura;""Collapse Drift of Reinforced Concrete Columns"";The Fifth US-Japan workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Building Structures;10-11;September 2003.",Yoshimura,Unit_7,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/116.csv,11.811,11.811,10.039,10.04,1.28,47.244,23.622,2.353023209,4,0.512,4,0.512,2,2,0.512,59305,0.017710781,2,2,0.236,5.906,56840,0.003202519,0.001254191,0.588305608,0.52,2,4451.5,124.22448,0.200044894,0,0,0,3,1,47.59016,0.982001964,2.036025739,0,0,0,44.03528657,42.55,1.034999284,0,0,0,0,0,0,0,0,0,
117,1.205655745,Yarandi;M. S. (2007). Seismic Retrofit and Repair of Existing Reinforced Concrete Bridge Columns by Transverse Prestressing. Department of Civil Engineering. Ottawa;Ontario (Canada);University of Ottawa. Doctor of Philosophy: 282.,Yarandi,RRC,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/117.csv,27.558,13.779,25.154,11.38,1.77,59.055,59.055,2.347737934,4,0.768,4,0.768,2,2,0.768,58000,0.014639565,2,2,0.248,11.811,58000,0.001139809,0.000593634,0.469547587,0.9,2,5075,290.891,0.150948514,0,0,0,1,1,116.244,1.000762002,1.205655745,0,0,0,108.6744625,104.35,1.041437217,0,0,0,0,0,0,0,0,0,
118,1.268309203,Yarandi;M. S. (2007). Seismic Retrofit and Repair of Existing Reinforced Concrete Bridge Columns by Transverse Prestressing. Department of Civil Engineering. Ottawa;Ontario (Canada);University of Ottawa. Doctor of Philosophy: 282.,Yarandi,SRC,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/118.csv,27.558,13.779,24.95,11.17,1.78,59.055,59.055,2.366933868,4,0.768,4,0.768,2,2,0.768,58000,0.014639565,2,2,0.4449,11.811,58000,0.003672427,0.00191047,0.473386774,0.91,2,6090,338.998,0.14659341,0,0,0,1,1,128.496,0.892388451,1.268309203,0,0,0,117.9200983,140.55,0.839006708,0,0,0,0,0,0,0,0,0,
119,2.543863077,"Pandey;G. R. M.;H. (2005). ""Seismic Performance of Reinforced Concrete Piers with Bond-Controlled Reinforcements."" ACI Structural Journal 102(2): 295-304.",Pandey,A4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/119.csv,11.811,11.811,10.236,10.24,1.02,25.591,25.591,2.500097694,4,0.63,4,0.63,2,2,0.63,55114.5,0.026815067,2,2,0.2362,2.756,57507,0.006513724,0.00269224,0.269245799,0.24,2,4795.15,20.232,0.030245675,0,0,0,1,1,41.61,1.473174163,2.543863077,0,0,0,39.63953859,40.26,0.984609212,0,0,0,0,0,0,0,0,0,
120,1.487699267,"Pandey;G. R. M.;H. (2005). ""Seismic Performance of Reinforced Concrete Piers with Bond-Controlled Reinforcements."" ACI Structural Journal 102(2): 295-304.",Pandey,C1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/120.csv,11.811,11.811,10.236,10.24,1.02,41.339,41.339,4.038589293,4,0.63,4,0.63,2,2,0.63,57478,0.026815067,2,2,0.2362,5.906,61871.5,0.003039591,0.001256318,0.576983197,0.52,2,5278,20.232,0.027478694,0,0,0,1,1,28.145,1.023246813,1.487699267,0,0,0,25.64432142,23.3,1.100474476,0,0,0,0,0,0,0,0,0,
121,5.449722011,Yoshimura;M. Y.;N. (2000). Ultimate Limit State of RC Columns. The Second U.S.- Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Sapporo;Hokkaido;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 313-326.,Yoshimura,FS0,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/121.csv,11.811,11.811,10.039,10.04,1.03,35.433,35.433,3.529534814,4,0.752,4,0.752,2,2,0.752,56115,0.038206167,2,2,0.368,2.953,51475,0.014769126,0.006099095,0.294152804,0.27,2,3915,142.028,0.26005719,0,0,0,1,1,46.286,2.136426495,5.449722011,0,9.098862642,4.946,41.85992095,60.1,0.696559201,0,0,0,0,0,0,0,0,0,
122,5.334010668,Yoshimura;M. Y.;N. (2000). Ultimate Limit State of RC Columns. The Second U.S.- Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Sapporo;Hokkaido;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 313-326.,Yoshimura,FS1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/122.csv,11.811,11.811,10.039,10.04,1.03,35.433,35.433,3.529534814,4,0.752,4,0.752,2,2,0.752,56115,0.038206167,2,2,0.368,2.953,51475,0.014769126,0.006099095,0.294152804,0.27,2,3915,142.028,0.26005719,0,0,0,1,1,45.207,3.296362148,5.334010668,0,8.398950131,7.868,41.85992095,60.1,0.696559201,0,0,0,0,0,0,0,0,0,
123,2.821516667,Gill;W. D. P.;R.; Priestley;M.J.N. (1979). Ductility of Rectangular Reinforced Concrete Columns With Axial Load. Christchurch;University of Canterbury: 136.,Gill et al.,No.1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/123.csv,21.65354331,21.65354331,19.21259843,19.21,1.57,47.24409449,47.24409449,2.459016393,4,0.94488189,4,0.94488189,2,2,0.94488189,54375,0.017946023,4,4,0.393700787,3.149606299,43065,0.015,0.007139983,0.163934426,0.15,2,3349.5,408.012,0.259797524,0,0,0,2,1,156.496768,1.4365,2.821516667,0,0,0,124.4775169,227.1,0.548115019,0,0,0,0,0,0,0,0,0,
124,2.154978333,Gill;W. D. P.;R.; Priestley;M.J.N. (1979). Ductility of Rectangular Reinforced Concrete Columns With Axial Load. Christchurch;University of Canterbury: 136.,Gill et al.,No.2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/124.csv,21.65354331,21.65354331,19.21259843,19.21,1.5,47.24409449,47.24409449,2.459016393,4,0.94488189,4,0.94488189,2,2,0.94488189,54375,0.017946023,4,4,0.472440945,2.952755906,45820,0.023,0.010967014,0.153688525,0.14,2,6003,602.464,0.214044864,0,0,0,2,1,182.41396,1.04675,2.154978333,0,0,0,167.6024256,346.63,0.48351787,0,0,0,0,0,0,0,0,0,
125,1.755775,Gill;W. D. P.;R.; Priestley;M.J.N. (1979). Ductility of Rectangular Reinforced Concrete Columns With Axial Load. Christchurch;University of Canterbury: 136.,Gill et al.,No.3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/125.csv,21.65354331,21.65354331,19.21259843,19.21,1.57,47.24409449,47.24409449,2.459016393,4,0.94488189,4,0.94488189,2,2,0.94488189,54375,0.017946023,4,4,0.393700787,2.952755906,43065,0.02,0.007615982,0.153688525,0.14,2,3103,611.2312,0.420112683,0,0,0,2,1,150.70592,1.731583333,1.755775,0,0,0,120.0603213,249.31,0.48157388,0,0,0,0,0,0,0,0,0,
126,1.303231667,Gill;W. D. P.;R.; Priestley;M.J.N. (1979). Ductility of Rectangular Reinforced Concrete Columns With Axial Load. Christchurch;University of Canterbury: 136.,Gill et al.,No.4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/126.csv,21.65354331,21.65354331,19.21259843,19.21,1.5,47.24409449,47.24409449,2.459016393,4,0.94488189,4,0.94488189,2,2,0.94488189,54375,0.017946023,4,4,0.472440945,2.440944882,42630,0.035,0.01326655,0.12704918,0.12,2,3407.5,958.772,0.600097106,0,0,0,2,1,156.575448,1.30325,1.303231667,0,0,0,107.8533775,374.99,0.287614519,0,0,0,0,0,0,0,0,0,
127,3.183255,Ang Beng Ghee; Priestley;M. J. N. a. P.;R. (1981). Ductility of Reinforced Concrete Bridge Piers Under Seismic Loading. Christchurch;New Zealand;University of Canterbury: 113.,Ang et al.,No.3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/127.csv,15.7480315,15.7480315,13.99606299,14,0.96,62.99212598,62.99212598,4.500703235,4,0.62992126,4,0.62992126,2,2,0.62992126,61915,0.015079645,4,4,0.472440945,3.937007874,46400,0.028,0.011309734,0.281293952,0.26,2,3422,322.588,0.380115565,0,0,0,2,1,43.17284,1.27275,3.183255,0,0,0,36.17232099,149.23,0.242393815,0,0,0,0,0,0,0,0,0,
128,3.65379,Ang Beng Ghee; Priestley;M. J. N. a. P.;R. (1981). Ductility of Reinforced Concrete Bridge Piers Under Seismic Loading. Christchurch;New Zealand;University of Canterbury: 113.,Ang et al.,No.4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/128.csv,15.7480315,15.7480315,14.15354331,14.15,0.89,62.99212598,62.99212598,4.450625869,4,0.62992126,4,0.62992126,2,2,0.62992126,61915,0.015079645,4,4,0.393700787,3.543307087,40600,0.022,0.008726646,0.250347705,0.24,2,3625,188.832,0.210046298,0,0,0,2,1,38.042904,1.6730625,3.65379,0,0,0,36.01587346,107.36,0.335470012,0,0,0,0,0,0,0,0,0,
129,4.890135,Soesianawati;M. T. P.;R; and Priestley;M.J.N. (1986). Limited Ductility Design of Reinforced Concrete Columns. Christchurch;University of Canterbury: 208.,Soesianawati et al.,No.1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/129.csv,15.7480315,15.7480315,14.64566929,14.65,0.51,62.99212598,62.99212598,4.301075269,4,0.62992126,4,0.62992126,2,2,0.62992126,64670,0.015079645,4,4,0.275590551,3.346456693,52780,0.009,0.004527589,0.228494624,0.22,2,6742.5,167.2512,0.100022047,0,0,0,2,1,44.867832,1.8323125,4.890135,0,6.1039375,11.915,41.97002372,90.09,0.465850512,0,0,0,0,0,0,0,0,0,
130,3.14325,Soesianawati;M. T. P.;R; and Priestley;M.J.N. (1986). Limited Ductility Design of Reinforced Concrete Columns. Christchurch;University of Canterbury: 208.,Soesianawati et al.,No.2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/130.csv,15.7480315,15.7480315,14.60629921,14.61,0.51,62.99212598,62.99212598,4.312668464,4,0.62992126,4,0.62992126,2,2,0.62992126,64670,0.015079645,4,4,0.31496063,3.070866142,52200,0.012,0.006444293,0.210242588,0.2,2,6380,474.7776,0.300066141,0,0,0,2,1,62.7754,1.01275,3.14325,5.29415375,0,0,55.75529202,126.65,0.440230871,0,0,0,0,0,0,0,0,0,
131,2.788285,Soesianawati;M. T. P.;R; and Priestley;M.J.N. (1986). Limited Ductility Design of Reinforced Concrete Columns. Christchurch;University of Canterbury: 208.,Soesianawati et al.,No.3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/131.csv,15.7480315,15.7480315,14.64566929,14.65,0.51,62.99212598,62.99212598,4.301075269,4,0.62992126,4,0.62992126,2,2,0.62992126,64670,0.015079645,4,4,0.275590551,3.582677165,52780,0.008,0.004229067,0.244623656,0.24,2,6380,474.7776,0.300066141,0,0,0,2,1,62.265104,0.9093125,2.788285,2.84178375,0,0,55.86964372,100.89,0.55378347,0,0,0,0,0,0,0,0,0,
132,2.16487375,Soesianawati;M. T. P.;R; and Priestley;M.J.N. (1986). Limited Ductility Design of Reinforced Concrete Columns. Christchurch;University of Canterbury: 208.,Soesianawati et al.,No.4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/132.csv,15.7480315,15.7480315,14.68503937,14.69,0.51,62.99212598,62.99212598,4.289544236,4,0.62992126,4,0.62992126,2,2,0.62992126,64670,0.015079645,4,4,0.236220472,3.700787402,36975,0.006,0.003007908,0.252010724,0.24,2,5800,431.616,0.300066141,0,0,0,2,1,59.473088,1.0824375,2.16487375,3.133725,0,0,52.70227516,72.07,0.731304451,0,0,0,0,0,0,0,0,0,
133,5.45592,Zahn;F. A. P.;R.; and Priestley;M.J.N. (1986). Design of Reinforced Concrete Bridge Columns for Strength and Ductility. Christchurch;New Zealand;Univeristy of Canterbury: 380.,Zahn ,No.7,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/133.csv,15.7480315,15.7480315,14.52755906,14.53,0.51,62.99212598,62.99212598,4.33604336,4,0.62992126,4,0.62992126,2,2,0.62992126,63800,0.015079645,4,4,0.393700787,4.606299213,67570,0.016,0.006712805,0.317073171,0.31,2,4103.5,227.048,0.223105714,0,0,0,2,1,47.94984,2.0856875,5.45592,0,0,0,40.38495333,136.11,0.29670194,0,0,0,0,0,0,0,0,0,
134,6.800863602,Zahn;F. A. P.;R.; and Priestley;M.J.N. (1986). Design of Reinforced Concrete Bridge Columns for Strength and Ductility. Christchurch;New Zealand;Univeristy of Canterbury: 380.,Zahn ,No.8,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/134.csv,15.748,15.748,14.528,14.53,0.51,62.992,62.992,4.335903084,4,0.63,4,0.63,2,2,0.63,63800,0.015083475,4,4,0.3937,3.622,67570,0.02,0.008537031,0.249311674,0.24,2,5814.5,562.45,0.390050406,0,0,0,2,1,60.444,2.23996698,6.800863602,0,0,0,52.4169383,183.07,0.28632041,0,0,0,0,0,0,0,0,0,
135,2.29235,Watson;S. (1989). Design of Reinforced Concrete Frames of Limited Ductility. Department of Civil Engineering. Christchurch;New Zealand;University of Canterbury. Doctor of Philosophy: 248.,Watson and Park,No.5,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/135.csv,15.7480315,15.7480315,14.60629921,14.61,0.51,62.99212598,62.99212598,4.312668464,4,0.62992126,4,0.62992126,2,2,0.62992126,68730,0.015079645,4,4,0.31496063,3.188976378,53940,0.007,0.006205615,0.218328841,0.21,2,5945,737.344,0.500110234,0,0,0,2,1,65.646096,1.1545,2.29235,0,0,0,50.55351397,134.99,0.374486471,0,0,0,0,0,0,0,0,0,
136,1.56765625,Watson;S. (1989). Design of Reinforced Concrete Frames of Limited Ductility. Department of Civil Engineering. Christchurch;New Zealand;University of Canterbury. Doctor of Philosophy: 248.,Watson and Park,No.6,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/136.csv,15.7480315,15.7480315,14.68503937,14.69,0.51,62.99212598,62.99212598,4.289544236,4,0.62992126,4,0.62992126,2,2,0.62992126,68730,0.015079645,4,4,0.236220472,3.779527559,56260,0.003,0.002945243,0.257372654,0.25,2,5800,719.36,0.500110234,0,0,0,2,1,66.320496,1.06275,1.56765625,1.97278625,0,0,50.01152937,95.61,0.523080905,0,0,0,0,0,0,0,0,0,
137,1.0207625,Watson;S. (1989). Design of Reinforced Concrete Frames of Limited Ductility. Department of Civil Engineering. Christchurch;New Zealand;University of Canterbury. Doctor of Philosophy: 248.,Watson and Park,No.7,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/137.csv,15.7480315,15.7480315,14.4488189,14.45,0.51,62.99212598,62.99212598,4.359673025,4,0.62992126,4,0.62992126,2,2,0.62992126,68730,0.015079645,4,4,0.472440945,3.779527559,44660,0.013,0.011780972,0.261580381,0.25,2,6090,1057.4592,0.700154328,0,0,0,2,1,66.43964,0.49369375,1.0207625,1.36858375,0,0,37.2592161,187.46,0.198760035,0,0,0,0,0,0,0,0,0,
138,1.1636375,Watson;S. (1989). Design of Reinforced Concrete Frames of Limited Ductility. Department of Civil Engineering. Christchurch;New Zealand;University of Canterbury. Doctor of Philosophy: 248.,Watson and Park,No.8,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/138.csv,15.7480315,15.7480315,14.60629921,14.61,0.51,62.99212598,62.99212598,4.312668464,4,0.62992126,4,0.62992126,2,2,0.62992126,68730,0.015079645,4,4,0.31496063,3.031496063,53940,0.007,0.006527985,0.20754717,0.2,2,5655,981.9264,0.700154328,0,0,0,2,1,66.399176,0.716875,1.1636375,0,0,0,36.36587603,145.89,0.249265488,0,0,0,0,0,0,0,0,0,
